Name	Length	Accession	GI
Mycobacterium engbaekii strain InDRE Chiapas1942	441	JX154109.1	394987442
Mycobacterium gordonae strain InDRE Chiapas1137	441	JX154108.1	394987440
Mycobacterium parmense strain InDRE 1121	441	JX154107.1	394987438
Mycobacterium colombiense strain InDRE 9m	441	JX154106.1	394987436
Mycobacterium mucogenicum strain InDRE 409DT	441	JX154105.1	394987434
Mycobacterium canariasense strain InDRE 904DT	441	JX154104.1	394987432
Mycobacterium mucogenicum strain InDRE 335DT	441	JX154103.1	394987430
Mycobacterium fortuitum strain InDRE NL1196	441	JX154102.1	394987428
Mycobacterium fortuitum strain InDRE Guerrero	441	JX154098.1	394987420
Mycobacterium terrae strain InDRE Sonora708	408	JX154097.1	394987418
Mycobacterium triplex strain HF 1226	401	KF856621.1	583844017
Mycobacterium arupense strain ASCw-1.7 heat	603	KC684921.1	512135024
Mycobacterium gordonae strain ASCr-1.42 heat	603	KC684920.1	512135022
Mycobacterium marinum strain CSTy-8.29 heat	603	KC684919.1	512135020
Mycobacterium chelonae strain CST-8.17 heat	603	KC684918.1	512135018
Mycobacterium chelonae strain CST-8.2b heat	603	KC684917.1	512135016
Mycobacterium chelonae strain CST-8.2a heat	603	KC684916.1	512135014
Mycobacterium szulgai strain JCM18265 65	419	FJ384762.1	209974183
Mycobacterium gordonae strain ASCr-1.2 heat	603	JX575122.1	411107712
Mycobacterium chelonae strain ASCw-1.6 heat	603	JX575121.1	411107710
Mycobacterium szulgai strain ASCr-1.6 heat	603	JX575120.1	411107708
Mycobacterium arupense strain ASCw-1.2 heat	603	JX575119.1	411107706
Mycobacterium gordonae strain 03-2187 65	401	HQ263570.1	327323275
Mycobacterium malmoense strain 05-414 65	414	HQ263569.1	327323273
Mycobacterium malmoense strain 03-199 65	414	HQ263568.1	327323271
Mycobacterium gordonae strain FM5 65	441	FJ384767.1	209974193
Mycobacterium arupense strain AFP-0007 65	597	JQ617911.1	384407007
Mycobacterium sp. GR-4208 65 kDa	411	GU084183.1	262478146
Mycobacterium monacense strain GR-3982 65	408	GQ924939.1	260871464
Mycobacterium terrae strain 28K766 65	441	EU732654.1	190364857
Mycobacterium alvei strain 05K223 65	441	EU732653.1	190364855
Mycobacterium gordonae strain E11 heat	401	JN964684.1	378940531
Mycobacterium fortuitum strain P19 65	624	FJ536253.1	217426209
Mycobacterium fortuitum strain P18 65	624	FJ536252.1	217426207
Mycobacterium fortuitum strain P17 65	624	FJ536251.1	217426205
Mycobacterium fortuitum strain P16 65	624	FJ536250.1	217426203
Mycobacterium abscessus strain P2 65	624	FJ536236.1	217426175
Mycobacterium abscessus strain P1 65	624	FJ536235.1	217426173
Mycobacterium marinum partial hsp65 gene	401	AM902978.1	159147566
Mycobacterium marinum partial hsp65 gene	401	AM902977.1	159147564
Mycobacterium marinum partial hsp65 gene	401	AM902976.1	159147562
Mycobacterium marinum partial hsp65 gene	401	AM902975.1	159147560
Mycobacterium marinum partial hsp65 gene	401	AM902974.1	159147558
Mycobacterium marinum partial hsp65 gene	401	AM902973.1	159147556
Mycobacterium sp. DL049 partial hsp65	401	AM902972.1	159147554
Mycobacterium marinum partial hsp65 gene	401	AM902971.1	159147552
Mycobacterium chelonae partial hsp65 gene	401	AM902970.1	159147550
Mycobacterium chelonae partial hsp65 gene	401	AM902969.1	159147548
Mycobacterium chelonae partial hsp65 gene	401	AM902965.1	159147540
Mycobacterium aemonae partial hsp65 gene	401	AM902964.1	159147538
Mycobacterium arupense partial hsp65 gene	401	AM902963.1	159147536
Mycobacterium fortuitum partial hsp65 gene	401	AM902961.1	159147532
Mycobacterium mucogenicum partial hsp65 gene	401	AM902960.1	159147530
Mycobacterium fortuitum partial hsp65 gene	401	AM902959.1	159147528
Mycobacterium conceptionense partial hsp65 gene	401	AM902958.1	159147526
Mycobacterium conceptionense partial hsp65 gene	401	AM902957.1	159147524
Mycobacterium shottsii partial hsp65 gene	401	AM902955.1	159147520
Mycobacterium senegalense partial hsp65 gene	401	AM902954.1	159147518
Mycobacterium peregrinum partial hsp65 gene	401	AM902953.1	159147516
Mycobacterium marinum partial hsp65 gene	401	AM902952.1	159147514
Uncultured Mycobacterium sp. partial hsp65	401	AM902993.1	159147596
Uncultured Mycobacterium sp. partial hsp65	401	AM902992.1	159147594
Uncultured Mycobacterium sp. partial hsp65	401	AM902991.1	159147592
Uncultured Mycobacterium sp. partial hsp65	401	AM902990.1	159147590
Uncultured Mycobacterium sp. partial hsp65	401	AM902989.1	159147588
Uncultured Mycobacterium sp. partial hsp65	401	AM902988.1	159147586
Uncultured Mycobacterium sp. partial hsp65	401	AM902987.1	159147584
Uncultured Mycobacterium sp. partial hsp65	401	AM902986.1	159147582
Uncultured Mycobacterium sp. partial hsp65	401	AM902985.1	159147580
Uncultured Mycobacterium sp. partial hsp65	401	AM902984.1	159147578
Uncultured Mycobacterium sp. partial hsp65	401	AM902983.1	159147576
Uncultured Mycobacterium sp. partial hsp65	401	AM902982.1	159147574
Uncultured Mycobacterium sp. partial hsp65	401	AM902981.1	159147572
Uncultured Mycobacterium sp. partial hsp65	401	AM902980.1	159147570
Uncultured Mycobacterium sp. partial hsp65	401	AM902979.1	159147568
Mycobacterium austroafricanum partial hsp65 gene	441	AM403501.1	157887463
Mycobacterium sp. Pyr1No1 partial hsp65	441	AM402980.1	157676998
Mycobacterium sp. SPyrGe1 partial hsp65	441	AM402979.1	157676996
Mycobacterium sp. 6PY1 partial hsp65	441	AM402978.1	157676994
Mycobacterium conceptionense partial hsp65 gene	401	AM398479.1	114209739
Mycobacterium conceptionense partial hsp65 gene	401	AM398478.1	114209737
Mycobacterium conceptionense partial hsp65 gene	401	AM398477.1	114209735
Mycobacterium conceptionense partial hsp65 gene	401	AM398476.1	114209733
Mycobacterium marinum partial hsp65 gene	401	AM398471.1	114209723
Mycobacterium conceptionense partial hsp65 gene	401	AM398470.1	114209721
Mycobacterium conceptionense partial hsp65 gene	401	AM398464.1	114209709
Mycobacterium conceptionense partial hsp65 gene	401	AM398463.1	114209707
Mycobacterium marinum partial hsp65 gene	401	AM398462.1	114209705
Mycobacterium conceptionense partial hsp65 gene	401	AM398461.1	114209703
Mycobacterium marinum partial hsp65 gene	401	AM398460.1	114209701
Mycobacterium marinum partial hsp65 gene	401	AM398459.1	114209699
Mycobacterium marinum partial hsp65 gene	401	AM398458.1	114209697
Mycobacterium marinum partial hsp65 gene	401	AM398457.1	114209695
Mycobacterium conceptionense partial hsp65 gene	401	AM398449.1	114209679
Mycobacterium conceptionense partial hsp65 gene	401	AM398448.1	114209677
Mycobacterium conceptionense partial hsp65 gene	401	AM398447.1	114209675
Mycobacterium conceptionense partial hsp65 gene	401	AM398446.1	114209673
Mycobacterium conceptionense partial hsp65 gene	401	AM398445.1	114209671
Mycobacterium conceptionense partial hsp65 gene	401	AM398444.1	114209669
Mycobacterium peregrinum partial hsp65 gene	401	AM398443.1	114209667
Mycobacterium gordonae partial hsp65 gene	401	AM398480.1	114209741
Mycobacterium gordonae partial hsp65 gene	401	AM398475.1	114209731
Mycobacterium marinum partial hsp65 gene	401	AM398474.1	114209729
Mycobacterium mucogenicum partial hsp65 gene	401	AM398473.1	114209727
Mycobacterium marinum partial hsp65 gene	401	AM398472.1	114209725
Mycobacterium fortuitum partial hsp65 gene	401	AM398469.1	114209719
Mycobacterium marinum partial hsp65 gene	401	AM398468.1	114209717
Mycobacterium chelonae partial hsp65 gene	401	AM398467.1	114209715
Mycobacterium marinum partial hsp65 gene	401	AM398466.1	114209713
Mycobacterium marinum partial hsp65 gene	401	AM398465.1	114209711
Mycobacterium fortuitum partial hsp65 gene	401	AM398456.1	114209693
Mycobacterium peregrinum partial hsp65 gene	401	AM398455.1	114209691
Mycobacterium marinum partial hsp65 gene	401	AM398454.1	114209689
Mycobacterium marinum partial hsp65 gene	401	AM398453.1	114209687
Mycobacterium gordonae partial hsp65 gene	401	AM398452.1	114209685
Mycobacterium marinum partial hsp65 gene	401	AM398451.1	114209683
Mycobacterium marinum partial hsp65 gene	401	AM398450.1	114209681
Mycobacterium fortuitum partial hsp65 gene	401	AM398442.1	114209665
Mycobacterium xenopi partial hsp65 gene	444	AJ307661.1	13619202
Mycobacterium smegmatis partial hsp65 gene	401	AJ307653.1	13560205
Mycobacterium senegalense partial hsp65 gene	401	AJ307649.1	13560197
Mycobacterium poriferae partial hsp65 gene	411	AJ307645.1	13560189
Mycobacterium peregrinum partial hsp65 gene	401	AJ307642.1	13560183
Mycobacterium paratuberculosis partial hsp65 gene	441	AJ307641.1	13560181
Mycobacterium obuense partial hsp65 gene	408	AJ307640.1	13560179
Mycobacterium mucogenicum partial hsp65 gene	401	AJ307637.1	13560173
Mycobacterium marinum partial hsp65 gene	441	AJ307636.1	13560171
Mycobacterium intracellulare partial hsp65 gene	441	AJ307633.1	13560165
Mycobacterium hiberniae partial hsp65 gene	405	AJ307631.1	13560161
Mycobacterium gordonae hsp65 gene for	440	AJ310238.1	13548623
Mycobacterium gordonae hsp65 gene for	401	AJ310237.1	13548621
Mycobacterium fortuitum hsp65 gene for	441	AJ310232.1	13548611
Mycobacterium farcinogenes hsp65 gene for	400	AJ310231.1	13548609
Mycobacterium duvalii hsp65 gene for	411	AJ310229.1	13548605
Mycobacterium confluentis hsp65 gene for	401	AJ310228.1	13548603
Mycobacterium chitae hsp65 gene for	401	AJ310227.1	13548601
Mycobacterium brumae hsp65 gene for	401	AJ310224.1	13548595
Mycobacterium avium hsp65 gene for	441	AJ310222.1	13548591
Mycobacterium chelonae subsp. abscessus hsp65	401	AJ310215.1	13548577
Mycobacterium szulgai partial hsp65 gene	421	AJ307654.1	13560207
Mycobacterium simiae partial hsp65 gene	414	AJ307652.1	13560203
Mycobacterium siernhoferi partial hsp65 gene	423	AJ307651.1	13560201
Mycobacterium pulveris partial hsp65 gene	408	AJ307646.1	13560191
Mycobacterium porcinum partial hsp65 gene	420	AJ307644.1	13560187
Mycobacterium interjectum partial hsp65 gene	402	AJ307632.1	13560163
Mycobacterium haemophilum partial hsp65 gene	439	AJ307630.1	13560159
Mycobacterium chelonae subsp. chelonae hsp65	443	AJ310226.1	13548599
Mycobacterium celatum hsp65 gene for	401	AJ310225.1	13548597
Mycobacterium alvei hsp65 gene for	420	AJ310219.1	13548585
Mycobacterium aichiense hsp65 gene for	400	AJ310218.1	13548583
Mycobacterium chelonae subsp. abscessus hsp65	440	AJ310216.1	13548579
Mycobacterium thermoresistibile partial hsp65 gene	402	AJ307657.1	13619198
Mycobacterium sphagni partial hsp65 gene	401	AJ307655.1	13561076
Mycobacterium tusciae partial hsp65 gene	408	AJ307660.1	13560213
Mycobacterium triviale partial hsp65 gene	402	AJ307659.1	13560211
Mycobacterium terrae partial hsp65 gene	438	AJ307656.1	13560209
M.paratuberculosis HSP65 gene for heat	1751	X74518.1	438180
Tsukamurella paurometabola strain KCTC 9821	603	AY299165.1	34333368
Nocardia abscessus strain DSM 44432	441	AY544983.1	44894158
Nocardia nova Hsp65 gene for	401	AB292586.1	154090770
