Name	Length	Accession	GI
Mycobacterium chimaera strain MA32872.1 RNA	711	KU144832.1	1026358307
Mycobacterium chimaera strain MA28463.2 RNA	711	KU144831.1	1026358305
Mycobacterium chimaera strain MA28463.1 RNA	711	KU144830.1	1026358303
Mycobacterium chimaera strain JS082.2 RNA	711	KU144829.1	1026358301
Mycobacterium chimaera strain JS082.1 RNA	711	KU144828.1	1026358299
Mycobacterium chimaera strain JS010.2 RNA	711	KU144827.1	1026358297
Mycobacterium chimaera strain JS010.1 RNA	711	KU144826.1	1026358295
Mycobacterium fortuitum strain SD 11	685	KU240549.1	1024325422
Mycobacterium phocaicum strain SD 18	676	KU240548.1	1024325420
Mycobacterium novocastrense strain SD 5a1	667	KU240547.1	1024325418
Mycobacterium engbaekii strain RW 4	700	KU240546.1	1024325416
Mycobacterium senegalense strain P 64	685	KU240545.1	1024325414
Mycobacterium fortuitum strain SD 31A	691	KU240544.1	1024325412
Mycobacterium fortuitum strain RW 14	718	KU240543.1	1024325410
Mycobacterium simiae strain MH7 RNA	685	KU240542.1	1024325408
Mycobacterium iranicum strain 8d RNA	691	KU240541.1	1024325406
Mycobacterium colombiense strain 9O-AK RNA	653	KU212280.1	1013823606
Mycobacterium colombiense strain 10-AK RNA	543	KU198415.1	955654885
Mycobacterium colombiense strain 5yp-AK RNA	693	KU198414.1	955654883
Mycobacterium gordonae strain SD5a RNA	662	KU198413.1	955654881
Mycobacterium gordonae strain 7A-AK RNA	655	KU198412.1	955654879
Mycobacterium gordonae strain SD59a RNA	664	KU198411.1	955654877
Mycobacterium chelonae strain QIA-56 RNA	711	KF910174.1	576647276
Mycobacterium chelonae strain QIA-55 RNA	711	KF910173.1	576647274
Mycobacterium intermedium strain QIA-54 RNA	720	KF910172.1	576647272
Mycobacterium gordonae strain QIA-53 RNA	711	KF910171.1	576647270
Mycobacterium chelonae strain QIA-52 RNA	711	KF910170.1	576647268
Mycobacterium sp. QIA-51 RNA polymerase	720	KF910169.1	576647266
Mycobacterium intermedium strain QIA-43 RNA	720	KF910168.1	576647264
Mycobacterium chelonae strain QIA-42 RNA	711	KF910167.1	576647262
Mycobacterium chelonae strain QIA-41 RNA	711	KF910166.1	576647260
Mycobacterium chelonae strain QIA-40 RNA	711	KF910165.1	576647258
Mycobacterium chelonae strain QIA-37 RNA	711	KF910163.1	576647254
Mycobacterium sp. QIA-36 RNA polymerase	720	KF910162.1	576647252
Mycobacterium nonchromogenicum strain QIA-35 RNA	720	KF910161.1	576647250
Mycobacterium xenopi strain QIA-34 RNA	720	KF910160.1	576647248
Mycobacterium parascrofulaceum strain QIA-32 RNA	711	KF910159.1	576647246
Mycobacterium parascrofulaceum strain QIA-31 RNA	711	KF910158.1	576647244
Mycobacterium parascrofulaceum strain QIA-30 RNA	711	KF910157.1	576647242
Mycobacterium sp. 3582 RNA polymerase	713	KP840591.1	976929846
Mycobacterium sp. 2591 RNA polymerase	689	KP840588.1	976929844
Mycobacterium sp. 1838-5 RNA polymerase	687	KP840586.1	976929842
Mycobacterium sp. 236 RNA polymerase	703	KP840583.1	976929840
Mycobacterium sp. 1026-2 RNA polymerase	729	KP840580.1	976929838
Mycobacterium sp. 8115-1 RNA polymerase	730	KP840575.1	976929836
Mycobacterium sp. 2462 RNA polymerase	729	KP840570.1	976929834
Mycobacterium sp. 31509-3 RNA polymerase	729	KP840565.1	976929832
Mycobacterium sp. 34028-3 RNA polymerase	715	KP840562.1	976929830
Mycobacterium murale strain F21 RNA	720	KT695875.1	995970841
Mycobacterium chelonae strain F184 RNA	711	KT695874.1	995970839
Mycobacterium chelonae strain F185 RNA	711	KT695873.1	995970837
Mycobacterium yongonense strain 34-126047 RpoB	717	KP401758.1	827048817
Mycobacterium yongonense strain 34-125920 RpoB	718	KP401757.1	827048815
Mycobacterium phlei strain CGMCC4.1180 RNA	654	KP281269.1	817379475
Mycobacterium abscessus strain 71 RNA	618	KM507943.1	745794330
Mycobacterium simiae strain 53 RNA	618	KM507942.1	745794328
Mycobacterium fortuitum strain 52 RNA	627	KM507941.1	745794326
Mycobacterium kansasii strain 51 RNA	618	KM507940.1	745794324
Mycobacterium chelonae strain 42 RNA	618	KM507939.1	745794322
Mycobacterium sp. 36 RNA polymerase	618	KM507938.1	745794320
Mycobacterium scrofulaceum strain 35 RNA	627	KM507937.1	745794318
Mycobacterium lentiflavum strain 34 RNA	618	KM507936.1	745794316
Mycobacterium intracellulare strain 33 RNA	618	KM507935.1	745794314
Mycobacterium thermoresistibile strain 32 RNA	624	KM507934.1	745794312
Mycobacterium kansasii strain 31 RNA	618	KM507933.1	745794310
Mycobacterium abscessus strain 30 RNA	618	KM507932.1	745794308
Mycobacterium kansasii strain 29 RNA	618	KM507931.1	745794306
Mycobacterium avium strain 25 RNA	618	KM507930.1	745794304
Mycobacterium thermoresistibile strain 23 RNA	624	KM507929.1	745794302
Mycobacterium simiae strain 22 RNA	618	KM507928.1	745794300
Mycobacterium avium strain 21 RNA	618	KM507927.1	745794298
Mycobacterium avium strain 20 RNA	618	KM507926.1	745794296
Mycobacterium chelonae strain 18 RNA	618	KM507925.1	745794294
Mycobacterium simiae strain 16 RNA	618	KM507924.1	745794292
Mycobacterium gordonae strain 15 RNA	618	KM507923.1	745794290
Mycobacterium abscessus strain 14 RNA	618	KM507922.1	745794288
Mycobacterium kansasii strain 13 RNA	618	KM507921.1	745794286
Mycobacterium kansasii strain 12 RNA	618	KM507920.1	745794284
Mycobacterium abscessus strain 11 RNA	618	KM507919.1	745794282
Mycobacterium gordonae strain 10 RNA	618	KM507918.1	745794280
Mycobacterium chelonae strain 9 RNA	618	KM507917.1	745794278
Mycobacterium abscessus strain 8 RNA	618	KM507916.1	745794276
Mycobacterium gordonae strain 7 RNA	618	KM507915.1	745794274
Mycobacterium fortuitum strain 6 RNA	627	KM507914.1	745794272
Mycobacterium chelonae strain 5 RNA	618	KM507913.1	745794270
Mycobacterium fortuitum strain 4 RNA	627	KM507912.1	745794268
Mycobacterium kansasii strain 3 RNA	618	KM507911.1	745794266
Mycobacterium kansasii strain 2 RNA	618	KM507910.1	745794264
Mycobacterium abscessus strain 1 RNA	618	KM507909.1	745794262
Mycobacterium fortuitum strain FI-10129 RNA	714	HM807444.1	315435643
Mycobacterium fortuitum strain FI-10131 RNA	714	HM807443.1	315435641
Mycobacterium sp. FI-10090 RNA polymerase	711	HM807442.1	315435639
Mycobacterium mucogenicum strain FI-10012 RNA	711	HM807441.1	315435637
Mycobacterium fortuitum strain FI-10087 RNA	710	HM807439.1	315435633
Mycobacterium sp. FI-10135 RNA polymerase	695	HM807438.1	315435631
Mycobacterium avium strain FI-10084 RNA	711	HM807437.1	315435629
Mycobacterium sp. FI-10014 RNA polymerase	717	HM807436.1	315435627
Mycobacterium abscessus strain FI-10113 RNA	706	HM807435.1	315435625
Mycobacterium abscessus strain FI-09380 RNA	711	HM807434.1	315435623
Mycobacterium fortuitum strain FI-09299 RNA	720	HM807433.1	315435621
Mycobacterium avium complex strain FI-09389	704	HM807432.1	315435619
Mycobacterium fortuitum strain FI-09281 RNA	720	HM807429.1	315435613
Mycobacterium setense strain FI-09152 RNA	720	HM807426.1	315435607
Mycobacterium peregrinum strain FI-09182 RNA	692	HM807425.1	315435605
Mycobacterium sp. FI-09045 RNA polymerase	711	HM807424.1	315435603
Mycobacterium sp. FI-09183 RNA polymerase	720	HM807423.1	315435601
Mycobacterium chelonae strain FI-09001 RNA	711	HM807422.1	315435599
Mycobacterium sp. FI-09337 RNA polymerase	711	HM807421.1	315435597
Mycobacterium abscessus strain FI-08197 RNA	711	HM807419.1	315435593
Mycobacterium fortuitum strain FI-08164 RNA	720	HM807418.1	315435591
Mycobacterium chelonae strain FI-09279 RNA	711	HM807417.1	315435589
Mycobacterium sp. FI-09125 RNA polymerase	711	HM807415.1	315435585
Mycobacterium abscessus strain FI-09338 RNA	711	HM807414.1	315435583
Mycobacterium intracellulare strain FI-09365 RNA	711	HM807413.1	315435581
Mycobacterium chimaera strain FI-09331 RNA	711	HM807412.1	315435579
Mycobacterium chelonae strain FI-09307 RNA	711	HM807411.1	315435577
Mycobacterium intracellulare strain FI-09324 RNA	711	HM807410.1	315435575
Mycobacterium sp. 11-0068 RpoB (rpoB)	711	KP098592.1	760453955
Mycobacterium insubricum strain HNTM-0013 beta	665	KM234067.1	699263074
Mycobacterium parascrofulaceum strain HNTM-0021 beta	665	KM234066.1	699263072
Mycobacterium intracellulare strain HNTM-0019 beta	665	KM234065.1	699263070
Mycobacterium simiae strain HNTM-009 beta	665	KM234064.1	699263068
Mycobacterium tuberculosis strain HNTM-0020 beta	665	KM234063.1	699263066
Mycobacterium senegalense strain HNTM-002 beta	665	KM234062.1	699263064
Mycobacterium fortuitum strain HNTM-001 beta	665	KM234061.1	699263062
Mycobacterium abscessus strain HNTM-004 beta	665	KM234060.1	699263060
Mycobacterium simiae strain NTM-0052 beta	665	KM234059.1	699263058
Mycobacterium fortuitum strain NTM-0010 beta	665	KM234058.1	699263056
Mycobacterium barrassiae strain NTM-002 beta	665	KM234057.1	699263054
Mycobacterium europaeum strain NTM-004 beta	665	KM234056.1	699263052
Mycobacterium sp. NTM-006 beta subunit	665	KM234055.1	699263050
Mycobacterium arupense strain NTM-0045 beta	665	KM234054.1	699263048
Mycobacterium fortuitum strain NTM-0021 beta	665	KM234053.1	699263046
Mycobacterium sp. NTM-0018 beta subunit	665	KM234052.1	699263044
Mycobacterium fortuitum strain NTM-0017 beta	665	KM234051.1	699263042
Mycobacterium mucogenicum strain NTM-0046 beta	665	KM234050.1	699263040
Mycobacterium sp. NTM-001 beta subunit	665	KM234049.1	699263038
Mycobacterium fortuitum strain NTM-005 beta	665	KM234048.1	699263036
Mycobacterium senegalense strain NTM-0015 beta	665	KM234047.1	699263034
Mycobacterium fortuitum strain NTM-0024 beta	665	KM234046.1	699263032
Mycobacterium setense strain NTM-0025 beta	665	KM234045.1	699263030
Mycobacterium flavescens strain NTM-0012 beta	665	KM234044.1	699263028
Mycobacterium septicum strain NTM-0031 beta	665	KM234043.1	699263026
Mycobacterium gordonae strain NTM-0056 beta	665	KM234042.1	699263024
Mycobacterium avium strain QIA-29 RNA	711	KF910305.1	576647494
Mycobacterium avium strain QIA-28 RNA	711	KF910304.1	576647492
Mycobacterium avium strain QIA-27 RNA	711	KF910303.1	576647490
Mycobacterium avium strain QIA-26 RNA	711	KF910302.1	576647488
Mycobacterium avium strain QIA-25 RNA	711	KF910301.1	576647486
Mycobacterium avium strain QIA-24 RNA	711	KF910300.1	576647484
Mycobacterium avium strain QIA-23 RNA	711	KF910299.1	576647482
Mycobacterium avium strain QIA-22 RNA	711	KF910298.1	576647480
Mycobacterium intracellulare strain QIA-49 RNA	711	KF910239.1	576647390
Mycobacterium intracellulare strain QIA-48 RNA	711	KF910238.1	576647388
Mycobacterium intracellulare strain QIA-47 RNA	711	KF910237.1	576647386
Mycobacterium intracellulare strain QIA-46 RNA	711	KF910236.1	576647384
Mycobacterium intracellulare strain QIA-45 RNA	711	KF910235.1	576647382
Mycobacterium intracellulare strain QIA-44 RNA	711	KF910234.1	576647380
Mycobacterium intracellulare strain QIA-39 RNA	711	KF910233.1	576647378
Mycobacterium intracellulare strain QIA-33 RNA	711	KF910232.1	576647376
Mycobacterium intracellulare strain QIA-21 RNA	711	KF910231.1	576647374
Mycobacterium intracellulare strain QIA-20 RNA	711	KF910230.1	576647372
Mycobacterium intracellulare strain QIA-19 RNA	711	KF910229.1	576647370
Mycobacterium intracellulare strain QIA-18 RNA	711	KF910228.1	576647368
Mycobacterium intracellulare strain QIA-17 RNA	711	KF910227.1	576647366
Mycobacterium intracellulare strain QIA-16 RNA	711	KF910226.1	576647364
Mycobacterium intracellulare strain QIA-15 RNA	711	KF910225.1	576647362
Mycobacterium intracellulare strain QIA-14 RNA	711	KF910224.1	576647360
Mycobacterium intracellulare strain QIA-13 RNA	711	KF910223.1	576647358
Mycobacterium intracellulare strain QIA-12 RNA	711	KF910222.1	576647356
Mycobacterium intracellulare strain QIA-11 RNA	711	KF910221.1	576647354
Mycobacterium intracellulare strain QIA-10 RNA	711	KF910220.1	576647352
Mycobacterium intracellulare strain QIA-9 RNA	711	KF910219.1	576647350
Mycobacterium intracellulare strain QIA-8 RNA	711	KF910218.1	576647348
Mycobacterium intracellulare strain QIA-7 RNA	711	KF910217.1	576647346
Mycobacterium intracellulare strain QIA-6 RNA	711	KF910216.1	576647344
Mycobacterium intracellulare strain QIA-5 RNA	711	KF910215.1	576647342
Mycobacterium intracellulare strain QIA-4 RNA	711	KF910214.1	576647340
Mycobacterium intracellulare strain QIA-3 RNA	711	KF910213.1	576647338
Mycobacterium intracellulare strain QIA-2 RNA	711	KF910212.1	576647336
Mycobacterium intracellulare strain QIA-1 RNA	711	KF910211.1	576647334
Mycobacterium sp. AFP-000227 RNA polymerase	661	JX294412.1	404551300
Mycobacterium kansasii strain AFP-000220 RNA	661	JX294411.1	404551298
Mycobacterium intracellulare strain AFP-000224 RNA	661	JX294410.1	404551296
Mycobacterium lentiflavum strain AFP-000218 RNA	661	JX294409.1	404551294
Mycobacterium avium strain AFP-000215 RNA	661	JX294408.1	404551292
Mycobacterium phlei strain AFP-000207 RNA	661	JX294407.1	404551290
Mycobacterium thermoresistibile strain AFP-000201 RNA	667	JX294406.1	404551288
Mycobacterium peregrinum strain AFP-000191 RNA	670	JX294405.1	404551286
Mycobacterium simiae strain AFP-000175 RNA	661	JX294404.1	404551284
Mycobacterium conceptionense strain AFP-000137 RNA	670	JX294403.1	404551282
Mycobacterium abscessus strain AFP-000104 RNA	661	JX294401.1	404551278
Mycobacterium nonchromogenicum strain AFP-00074 RNA	670	JX294400.1	404551276
Mycobacterium tuberculosis strain AFP-00072 RNA	670	JX294399.1	404551274
Mycobacterium fortuitum strain AFP-000SM8 RNA	670	JX294398.1	404551272
Mycobacterium branderi strain AFP-000NM48 RNA	661	JX294397.1	404551270
Mycobacterium triplex strain AFP-000NM44 RNA	661	JX294396.1	404551268
Mycobacterium chelonae strain AFP-000NM7 RNA	661	JX294395.1	404551266
Mycobacterium mantenii strain NLA000401474 RNA	712	KJ729111.1	633955475
Mycobacterium bohemicum strain NLA001100245 RNA	721	KJ729110.1	633955473
Mycobacterium heckeshornense strain NLA001100406 RNA	721	KJ729109.1	633955471
Mycobacterium chimaera strain GR-9108 RNA	645	KJ577612.1	640911543
Mycobacterium intracellulare strain GR-9188 RNA	669	KJ577611.1	640911540
Mycobacterium avium isolate 101 DNA-directed	643	KJ499916.1	631227711
Mycobacterium avium isolate 114 DNA-directed	643	KJ499915.1	631227709
Mycobacterium intracellulare isolate 17 DNA-directed	643	KJ499914.1	631227707
Mycobacterium tuberculosis isolate 103 DNA-directed	688	KJ499913.1	631227705
Mycobacterium sp. MZ-11483 RNA polymerase	729	KJ586655.1	627792479
Mycobacterium sp. MZ-11414 RNA polymerase	711	KJ586654.1	627792477
Mycobacterium sp. MZ-11660 RNA polymerase	720	KJ586653.1	627792475
Mycobacterium sp. MZ-11386 RNA polymerase	720	KJ586652.1	627792473
Mycobacterium sp. MZ-11326 RNA polymerase	720	KJ586651.1	627792471
Mycobacterium sp. MZ-11325b RNA polymerase	711	KJ586650.1	627792469
Mycobacterium sp. MZ-11325a RNA polymerase	711	KJ586649.1	627792467
Mycobacterium sp. MZ-11314 RNA polymerase	711	KJ586648.1	627792465
Mycobacterium sp. MZ-11261 RNA polymerase	711	KJ586647.1	627792463
Mycobacterium sp. MZ-11739 RNA polymerase	720	KJ586646.1	627792461
Mycobacterium sp. MZ-10992 RNA polymerase	720	KJ586645.1	627792459
UNVERIFIED: Mycobacterium sp. MZ-11840 RNA	712	KJ586644.1	627792458
Mycobacterium sp. MZ-10823 RNA polymerase	720	KJ586643.1	627792456
UNVERIFIED: Mycobacterium sp. MZ-10812 RNA	712	KJ586642.1	627792455
Mycobacterium sp. MZ-10521 RNA polymerase	720	KJ586641.1	627792453
Mycobacterium sp. MZ-13691 RNA polymerase	717	KJ586640.1	627792451
Mycobacterium sp. MZ-07496 RNA polymerase	711	KJ586639.1	627792449
Mycobacterium sp. MZ-6954 RNA polymerase	720	KJ586638.1	627792447
Mycobacterium sp. HM-192b RNA polymerase	711	KJ586617.1	612176475
Mycobacterium sp. AFP-000100 RNA polymerase	690	KJ586616.1	612176473
Mycobacterium sp. AFP-00034 RNA polymerase	683	KC113121.1	413911359
Mycobacterium sp. AFPMC-00043 RNA polymerase	677	KC113120.1	413911357
Mycobacterium sp. AFPMC-00025 RNA polymerase	677	KC113119.1	413911355
Mycobacterium sp. AFP-00017 RNA polymerase	677	KC113118.1	413911353
Mycobacterium sp. AFP-00014 RNA polymerase	683	KC113117.1	413911351
Mycobacterium sp. AFPC-000200 RNA polymerase	677	KC113115.1	413911347
Mycobacterium sp. AFPC-000172 RNA polymerase	683	KC113114.1	413911345
Mycobacterium sp. AFPC-000167 RNA polymerase	686	KC113113.1	413911343
Mycobacterium triplex strain HF 1226	711	KF856622.1	583844020
Mycobacterium gordonae strain ASCr-1.42 RNA	711	KC684915.1	512135012
Mycobacterium arupense strain ASCw-1.7 RNA	719	KC684914.1	512135010
Mycobacterium chelonae strain ASCw-1.6 RNA	711	KC684913.1	512135008
Mycobacterium chelonae strain CST-8.2b RNA	711	KC684912.1	512135006
Uncultured Mycobacterium sp. clone HE20032biofmyco	690	JX083143.1	448871665
Uncultured Mycobacterium sp. clone GE11050watermyco	672	JX083142.1	448871663
Uncultured Mycobacterium sp. clone GE10061biofmyco	667	JX083140.1	448871659
Uncultured Mycobacterium sp. clone GE10061watermyco	609	JX083139.1	448871657
Mycobacterium sp. enrichment culture clone	699	JX083136.1	448871652
Mycobacterium sp. enrichment culture clone	682	JX083134.1	448871648
Mycobacterium sp. enrichment culture clone	619	JX083133.1	448871646
Mycobacterium fortuitum strain lpu RNA	712	KC242463.1	444436469
Mycobacterium fortuitum strain vise3 RNA	703	KC242462.1	444436467
Mycobacterium fortuitum strain garg RNA	704	KC242461.1	444436465
Mycobacterium szulgai strain ASCr-1.6 RNA	710	JX575124.1	411107716
Mycobacterium arupense strain ASCw-1.2 RNA	719	JX575123.1	411107714
Mycobacterium sp. AFP-0003 partial rpoB	674	FR695853.1	408422567
Mycobacterium arupense strain AFP-0007 RNA	710	JQ617912.1	384407009
Mycobacterium sp. GN-9680 RNA polymerase	684	JN661704.1	374306677
Mycobacterium tuberculosis strain 3CP RNA	650	JN626463.1	373503063
Mycobacterium tuberculosis strain 2CP8 RNA	650	JN626462.1	373503061
Mycobacterium tuberculosis strain pk_rpoB_S1 RNA	650	JN626461.1	373503059
Mycobacterium tuberculosis strain Pk_RIFr4 RNA	650	JN626460.1	373503057
Mycobacterium murale strain DSM 44428	737	FJ418070.1	213876752
Mycobacterium setense strain FI-08151 RNA	679	FJ418065.1	213876750
Mycobacterium duvalii strain FI-08127 RNA	735	FJ418062.1	213876744
Mycobacterium chelonae strain FI-08088 RNA	730	FJ418059.1	213876742
Mycobacterium fortuitum strain FI-08046 RNA	737	FJ418056.1	213876740
Mycobacterium porcinum strain FI-08029 RNA	732	FJ418054.1	213876738
Mycobacterium sp. FI-06114 RNA polymerase	752	FJ418052.1	213876736
Mycobacterium sp. FI-03099 RNA polymerase	731	FJ418050.1	213876734
Mycobacterium simiae strain FI-00162 RNA	728	FJ418047.1	213876732
UNVERIFIED: Mycobacterium bovis RpoB-like (rpoB)	735	HQ638396.1	333601424
Mycobacterium farcinogenes strain 3753 RpoB	3916	AY262742.1	34595756
Mycobacterium abscessus strain ATCC 23003	4142	AY262741.1	34595754
Mycobacterium chelonae strain ATCC 19237	3822	AY262740.1	34595752
Mycobacterium kansasii isolate 07-614 RpoB	660	EU370226.1	169247683
Mycobacterium gordonae isolate 07-0375 RpoB	657	EU370225.1	169247682
Uncultured bacterium clone 1 RNA	951	KJ095009.1	676403094
Helicobacter pylori strain DR62n RNA	691	AF177295.1	9501920
